"","RFLU","sample","plate","well","time"
"1",48599.8333333333,"Epi_0.5",1,"B01",48
"2",69942.8333333333,"Mito_0.1",1,"B02",48
"3",72454.8333333333,"Veh_0.01",1,"B03",48
"4",38426.8333333333,"Epi_05",1,"B04",48
"5",64705.8333333333,"Veh_10",1,"B05",48
"6",51886.8333333333,"Mito_0.5",1,"B06",48
"7",51334.8333333333,"Daun_01",1,"B07",48
"8",58740.8333333333,"Tras_05",1,"B08",48
"9",57643.8333333333,"Doxo_0.5",1,"B09",48
"10",6189.83333333333,"Daun_05",1,"B10",48
"11",69096.8333333333,"Mito_0.05",1,"B11",48
"12",57578.8333333333,"Tras_10",1,"B12",48
"13",1182.83333333333,"Doxo_50",1,"C01",48
"14",40775.8333333333,"Daun_05",1,"C02",48
"15",71510.8333333333,"Epi_0.05",1,"C03",48
"16",73620.8333333333,"Veh_0.05",1,"C04",48
"17",211.833333333334,"Mito_50",1,"C05",48
"18",69479.8333333333,"Empty Blank",1,"C06",48
"19",66066.8333333333,"Empty Blank",1,"C07",48
"20",66257.8333333333,"Veh_10",1,"C08",48
"21",34884.8333333333,"Epi_10",1,"C09",48
"22",-896.166666666666,"Mito_50",1,"C10",48
"23",62194.8333333333,"Tras_0.5",1,"C11",48
"24",18555.8333333333,"Epi_10",1,"C12",48
"25",63558.8333333333,"Empty Blank",1,"D01",48
"26",55880.8333333333,"Doxo_0.5",1,"D02",48
"27",49980.8333333333,"Daun_01",1,"D03",48
"28",66953.8333333333,"Tras_0.05",1,"D04",48
"29",69365.8333333333,"Empty Blank",1,"D05",48
"30",-1092.16666666667,"Epi_50",1,"D06",48
"31",65148.8333333333,"Daun_0.05",1,"D07",48
"32",40982.8333333333,"Doxo_05",1,"D08",48
"33",69004.8333333333,"Veh_10",1,"D09",48
"34",69301.8333333333,"Epi_0.01",1,"D10",48
"35",-140.166666666666,"Doxo_50",1,"D11",48
"36",50578.8333333333,"Daun_0.1",1,"D12",48
"37",62035.8333333333,"Tras_0.01",1,"E01",48
"38",67892.8333333333,"Mito_0.5",1,"E02",48
"39",55380.8333333333,"Epi_01",1,"E03",48
"40",68476.8333333333,"Veh_0.01",1,"E04",48
"41",66028.8333333333,"Tras_01",1,"E05",48
"42",68366.8333333333,"Veh_05",1,"E06",48
"43",36040.8333333333,"Doxo_10",1,"E07",48
"44",63734.8333333333,"Veh_05",1,"E08",48
"45",72542.8333333333,"Empty Blank",1,"E09",48
"46",70383.8333333333,"Daun_0.01",1,"E10",48
"47",56942.8333333333,"Epi_0.5",1,"E11",48
"48",91.8333333333339,"Mito_10",1,"E12",48
"49",65816.8333333333,"Doxo_0.05",1,"F01",48
"50",60618.8333333333,"Empty Blank",1,"F02",48
"51",68147.8333333333,"Tras_0.05",1,"F03",48
"52",65775.8333333333,"Empty Blank",1,"F04",48
"53",66836.8333333333,"Mito_0.05",1,"F05",48
"54",41935.8333333333,"Epi_0.1",1,"F06",48
"55",66305.8333333333,"Daun_01",1,"F07",48
"56",58550.8333333333,"Tras_0.1",1,"F08",48
"57",62550.8333333333,"Daun_0.5",1,"F09",48
"58",66337.8333333333,"Doxo_0.1",1,"F10",48
"59",68823.8333333333,"Veh_01",1,"F11",48
"60",60765.8333333333,"Epi_0.05",1,"F12",48
"61",53509.8333333333,"Mito_0.05",1,"G01",48
"62",30350.8333333333,"Doxo_10",1,"G02",48
"63",-112.166666666666,"Daun_10",1,"G03",48
"64",192.833333333334,"Mito_05",1,"G04",48
"65",65617.8333333333,"Tras_0.1",1,"G05",48
"66",54589.8333333333,"Doxo_01",1,"G06",48
"67",67568.8333333333,"Veh_0.05",1,"G07",48
"68",-1294.16666666667,"Mito_10",1,"G08",48
"69",73210.8333333333,"Doxo_0.05",1,"G09",48
"70",25853.8333333333,"Epi_10",1,"G10",48
"71",52968.8333333333,"Daun_0.5",1,"G11",48
"72",63074.8333333333,"Veh_0.5",1,"G12",48
"73",63293.6666666667,"Epi_0.5",1,"B01",0
"74",74057.6666666667,"Mito_0.1",1,"B02",0
"75",73528.6666666667,"Veh_0.01",1,"B03",0
"76",72964.6666666667,"Epi_05",1,"B04",0
"77",77704.6666666667,"Veh_10",1,"B05",0
"78",73540.6666666667,"Mito_0.5",1,"B06",0
"79",80449.6666666667,"Daun_01",1,"B07",0
"80",81270.6666666667,"Tras_05",1,"B08",0
"81",83392.6666666667,"Doxo_0.5",1,"B09",0
"82",76098.6666666667,"Daun_05",1,"B10",0
"83",83686.6666666667,"Mito_0.05",1,"B11",0
"84",78196.6666666667,"Tras_10",1,"B12",0
"85",82505.6666666667,"Doxo_50",1,"C01",0
"86",91725.6666666667,"Daun_05",1,"C02",0
"87",86749.6666666667,"Epi_0.05",1,"C03",0
"88",86105.6666666667,"Veh_0.05",1,"C04",0
"89",86226.6666666667,"Mito_50",1,"C05",0
"90",85825.6666666667,"Empty Blank",1,"C06",0
"91",80061.6666666667,"Empty Blank",1,"C07",0
"92",100546.666666667,"Veh_10",1,"C08",0
"93",81734.6666666667,"Epi_10",1,"C09",0
"94",85255.6666666667,"Mito_50",1,"C10",0
"95",91973.6666666667,"Tras_0.5",1,"C11",0
"96",92139.6666666667,"Epi_10",1,"C12",0
"97",64374.6666666667,"Empty Blank",1,"D01",0
"98",71029.6666666667,"Doxo_0.5",1,"D02",0
"99",71071.6666666667,"Daun_01",1,"D03",0
"100",70093.6666666667,"Tras_0.05",1,"D04",0
"101",75346.6666666667,"Empty Blank",1,"D05",0
"102",74060.6666666667,"Epi_50",1,"D06",0
"103",75811.6666666667,"Daun_0.05",1,"D07",0
"104",77582.6666666667,"Doxo_05",1,"D08",0
"105",76148.6666666667,"Veh_10",1,"D09",0
"106",76963.6666666667,"Epi_0.01",1,"D10",0
"107",78414.6666666667,"Doxo_50",1,"D11",0
"108",71431.6666666667,"Daun_0.1",1,"D12",0
"109",68510.6666666667,"Tras_0.01",1,"E01",0
"110",73136.6666666667,"Mito_0.5",1,"E02",0
"111",74100.6666666667,"Epi_01",1,"E03",0
"112",71119.6666666667,"Veh_0.01",1,"E04",0
"113",74617.6666666667,"Tras_01",1,"E05",0
"114",76731.6666666667,"Veh_05",1,"E06",0
"115",77441.6666666667,"Doxo_10",1,"E07",0
"116",79038.6666666667,"Veh_05",1,"E08",0
"117",85586.6666666667,"Empty Blank",1,"E09",0
"118",85336.6666666667,"Daun_0.01",1,"E10",0
"119",86257.6666666667,"Epi_0.5",1,"E11",0
"120",93737.6666666667,"Mito_10",1,"E12",0
"121",70443.6666666667,"Doxo_0.05",1,"F01",0
"122",74879.6666666667,"Empty Blank",1,"F02",0
"123",75374.6666666667,"Tras_0.05",1,"F03",0
"124",73714.6666666667,"Empty Blank",1,"F04",0
"125",77152.6666666667,"Mito_0.05",1,"F05",0
"126",81418.6666666667,"Epi_0.1",1,"F06",0
"127",81410.6666666667,"Daun_01",1,"F07",0
"128",82076.6666666667,"Tras_0.1",1,"F08",0
"129",78774.6666666667,"Daun_0.5",1,"F09",0
"130",85232.6666666667,"Doxo_0.1",1,"F10",0
"131",82794.6666666667,"Veh_01",1,"F11",0
"132",80947.6666666667,"Epi_0.05",1,"F12",0
"133",68029.6666666667,"Mito_0.05",1,"G01",0
"134",74893.6666666667,"Doxo_10",1,"G02",0
"135",75059.6666666667,"Daun_10",1,"G03",0
"136",80968.6666666667,"Mito_05",1,"G04",0
"137",80613.6666666667,"Tras_0.1",1,"G05",0
"138",80038.6666666667,"Doxo_01",1,"G06",0
"139",85591.6666666667,"Veh_0.05",1,"G07",0
"140",84562.6666666667,"Mito_10",1,"G08",0
"141",85619.6666666667,"Doxo_0.05",1,"G09",0
"142",79170.6666666667,"Epi_10",1,"G10",0
"143",81730.6666666667,"Daun_0.5",1,"G11",0
"144",77425.6666666667,"Veh_0.5",1,"G12",0
"145",38369.1666666667,"Tras_0.1",2,"B01",48
"146",57954.1666666667,"Empty Blank",2,"B02",48
"147",-1620.83333333333,"Mito_05",2,"B03",48
"148",-665.833333333334,"Daun_50",2,"B04",48
"149",65188.1666666667,"Empty Blank",2,"B05",48
"150",45347.1666666667,"Mito_01",2,"B06",48
"151",66780.1666666667,"Veh_50",2,"B07",48
"152",62489.1666666667,"Daun_0.01",2,"B08",48
"153",58844.1666666667,"Epi_0.05",2,"B09",48
"154",-467.833333333334,"Doxo_50",2,"B10",48
"155",60269.1666666667,"Mito_0.01",2,"B11",48
"156",24143.1666666667,"Daun_0.5",2,"B12",48
"157",38960.1666666667,"Epi_01",2,"C01",48
"158",68505.1666666667,"Mito_0.01",2,"C02",48
"159",-615.833333333334,"Epi_50",2,"C03",48
"160",57492.1666666667,"Tras_0.01",2,"C04",48
"161",55410.1666666667,"Doxo_01",2,"C05",48
"162",36240.1666666667,"Epi_05",2,"C06",48
"163",63064.1666666667,"Tras_01",2,"C07",48
"164",69925.1666666667,"Empty Blank",2,"C08",48
"165",62537.1666666667,"Veh_0.05",2,"C09",48
"166",30214.1666666667,"Epi_10",2,"C10",48
"167",66408.1666666667,"Veh_05",2,"C11",48
"168",16.1666666666661,"Mito_05",2,"C12",48
"169",54358.1666666667,"Tras_10",2,"D01",48
"170",65008.1666666667,"Empty Blank",2,"D02",48
"171",61868.1666666667,"Doxo_0.01",2,"D03",48
"172",58887.1666666667,"Empty Blank",2,"D04",48
"173",59131.1666666667,"Veh_0.05",2,"D05",48
"174",32046.1666666667,"Daun_01",2,"D06",48
"175",66731.1666666667,"Epi_0.01",2,"D07",48
"176",68366.1666666667,"Veh_0.01",2,"D08",48
"177",55189.1666666667,"Daun_0.5",2,"D09",48
"178",65218.1666666667,"Empty Blank",2,"D10",48
"179",69221.1666666667,"Mito_0.1",2,"D11",48
"180",42994.1666666667,"Doxo_01",2,"D12",48
"181",59245.1666666667,"Doxo_0.1",2,"E01",48
"182",60958.1666666667,"Mito_01",2,"E02",48
"183",-45.8333333333339,"Daun_10",2,"E03",48
"184",58501.1666666667,"Veh_50",2,"E04",48
"185",69835.1666666667,"Tras_05",2,"E05",48
"186",-888.833333333334,"Daun_50",2,"E06",48
"187",70581.1666666667,"Empty Blank",2,"E07",48
"188",53331.1666666667,"Epi_0.5",2,"E08",48
"189",57854.1666666667,"Doxo_01",2,"E09",48
"190",63710.1666666667,"Mito_0.1",2,"E10",48
"191",62290.1666666667,"Doxo_0.1",2,"E11",48
"192",-18.8333333333339,"Mito_50",2,"E12",48
"193",58587.1666666667,"Epi_0.1",2,"F01",48
"194",57336.1666666667,"Doxo_0.5",2,"F02",48
"195",67281.1666666667,"Veh_01",2,"F03",48
"196",65042.1666666667,"Daun_0.05",2,"F04",48
"197",59124.1666666667,"Epi_01",2,"F05",48
"198",63927.1666666667,"Veh_50",2,"F06",48
"199",70397.1666666667,"Doxo_0.05",2,"F07",48
"200",68909.1666666667,"Veh_0.01",2,"F08",48
"201",-789.833333333334,"Epi_50",2,"F09",48
"202",64392.1666666667,"Veh_0.5",2,"F10",48
"203",66585.1666666667,"Tras_05",2,"F11",48
"204",47163.1666666667,"Daun_0.1",2,"F12",48
"205",58799.1666666667,"Tras_0.05",2,"G01",48
"206",70681.1666666667,"Mito_0.01",2,"G02",48
"207",64351.1666666667,"Tras_0.01",2,"G03",48
"208",36541.1666666667,"Epi_05",2,"G04",48
"209",48840.1666666667,"Doxo_05",2,"G05",48
"210",58405.1666666667,"Mito_0.1",2,"G06",48
"211",3401.16666666667,"Daun_05",2,"G07",48
"212",68035.1666666667,"Empty Blank",2,"G08",48
"213",57672.1666666667,"Doxo_0.5",2,"G09",48
"214",62612.1666666667,"Tras_0.5",2,"G10",48
"215",74968.1666666667,"Daun_0.01",2,"G11",48
"216",62633.1666666667,"Veh_0.5",2,"G12",48
"217",83250.3333333333,"Tras_0.1",2,"B01",0
"218",81216.3333333333,"Empty Blank",2,"B02",0
"219",85431.3333333333,"Mito_05",2,"B03",0
"220",102560.333333333,"Daun_50",2,"B04",0
"221",105590.333333333,"Empty Blank",2,"B05",0
"222",88160.3333333333,"Mito_01",2,"B06",0
"223",107752.333333333,"Veh_50",2,"B07",0
"224",91137.3333333333,"Daun_0.01",2,"B08",0
"225",81399.3333333333,"Epi_0.05",2,"B09",0
"226",82190.3333333333,"Doxo_50",2,"B10",0
"227",98280.3333333333,"Mito_0.01",2,"B11",0
"228",92524.3333333333,"Daun_0.5",2,"B12",0
"229",81001.3333333333,"Epi_01",2,"C01",0
"230",90221.3333333333,"Mito_0.01",2,"C02",0
"231",85245.3333333333,"Epi_50",2,"C03",0
"232",84601.3333333333,"Tras_0.01",2,"C04",0
"233",84722.3333333333,"Doxo_01",2,"C05",0
"234",84321.3333333333,"Epi_05",2,"C06",0
"235",78557.3333333333,"Tras_01",2,"C07",0
"236",99042.3333333333,"Empty Blank",2,"C08",0
"237",80230.3333333333,"Veh_0.05",2,"C09",0
"238",83751.3333333333,"Epi_10",2,"C10",0
"239",90469.3333333333,"Veh_05",2,"C11",0
"240",90635.3333333333,"Mito_05",2,"C12",0
"241",84841.3333333333,"Tras_10",2,"D01",0
"242",86902.3333333333,"Empty Blank",2,"D02",0
"243",81873.3333333333,"Doxo_0.01",2,"D03",0
"244",84175.3333333333,"Empty Blank",2,"D04",0
"245",81800.3333333333,"Veh_0.05",2,"D05",0
"246",82047.3333333333,"Daun_01",2,"D06",0
"247",80480.3333333333,"Epi_0.01",2,"D07",0
"248",80522.3333333333,"Veh_0.01",2,"D08",0
"249",76973.3333333333,"Daun_0.5",2,"D09",0
"250",80201.3333333333,"Empty Blank",2,"D10",0
"251",83897.3333333333,"Mito_0.1",2,"D11",0
"252",95747.3333333333,"Doxo_01",2,"D12",0
"253",77798.3333333333,"Doxo_0.1",2,"E01",0
"254",84455.3333333333,"Mito_01",2,"E02",0
"255",86377.3333333333,"Daun_10",2,"E03",0
"256",84162.3333333333,"Veh_50",2,"E04",0
"257",80864.3333333333,"Tras_05",2,"E05",0
"258",82288.3333333333,"Daun_50",2,"E06",0
"259",74633.3333333333,"Empty Blank",2,"E07",0
"260",81833.3333333333,"Epi_0.5",2,"E08",0
"261",82025.3333333333,"Doxo_01",2,"E09",0
"262",86275.3333333333,"Mito_0.1",2,"E10",0
"263",86804.3333333333,"Doxo_0.1",2,"E11",0
"264",91591.3333333333,"Mito_50",2,"E12",0
"265",76411.3333333333,"Epi_0.1",2,"F01",0
"266",84422.3333333333,"Doxo_0.5",2,"F02",0
"267",84062.3333333333,"Veh_01",2,"F03",0
"268",80753.3333333333,"Daun_0.05",2,"F04",0
"269",86698.3333333333,"Epi_01",2,"F05",0
"270",89737.3333333333,"Veh_50",2,"F06",0
"271",86618.3333333333,"Doxo_0.05",2,"F07",0
"272",89173.3333333333,"Veh_0.01",2,"F08",0
"273",90373.3333333333,"Epi_50",2,"F09",0
"274",87637.3333333333,"Veh_0.5",2,"F10",0
"275",93305.3333333333,"Tras_05",2,"F11",0
"276",90477.3333333333,"Daun_0.1",2,"F12",0
"277",74403.3333333333,"Tras_0.05",2,"G01",0
"278",78454.3333333333,"Mito_0.01",2,"G02",0
"279",81996.3333333333,"Tras_0.01",2,"G03",0
"280",82867.3333333333,"Epi_05",2,"G04",0
"281",82751.3333333333,"Doxo_05",2,"G05",0
"282",87729.3333333333,"Mito_0.1",2,"G06",0
"283",85215.3333333333,"Daun_05",2,"G07",0
"284",92291.3333333333,"Empty Blank",2,"G08",0
"285",93178.3333333333,"Doxo_0.5",2,"G09",0
"286",91423.3333333333,"Tras_0.5",2,"G10",0
"287",94445.3333333333,"Daun_0.01",2,"G11",0
"288",95153.3333333333,"Veh_0.5",2,"G12",0
"289",53465,"Tras_10",3,"B01",48
"290",61244,"Mito_01",3,"B02",48
"291",63356,"Doxo_0.01",3,"B03",48
"292",64081,"Empty Blank",3,"B04",48
"293",59488,"Veh_0.1",3,"B05",48
"294",57368,"Empty Blank",3,"B06",48
"295",25622,"Doxo_10",3,"B07",48
"296",495,"Daun_50",3,"B08",48
"297",60231,"Tras_0.01",3,"B09",48
"298",67842,"Veh_01",3,"B10",48
"299",57389,"Epi_0.01",3,"B11",48
"300",56230,"Tras_0.5",3,"B12",48
"301",51319,"Daun_0.1",3,"C01",48
"302",64008,"Empty Blank",3,"C02",48
"303",34959,"Epi_05",3,"C03",48
"304",61134,"Veh_50",3,"C04",48
"305",50517,"Daun_0.1",3,"C05",48
"306",-865,"Mito_10",3,"C06",48
"307",59725,"Empty Blank",3,"C07",48
"308",37719,"Epi_01",3,"C08",48
"309",65047,"Empty Blank",3,"C09",48
"310",57683,"Mito_01",3,"C10",48
"311",69459,"Veh_05",3,"C11",48
"312",550,"Doxo_50",3,"C12",48
"313",58011,"Empty Blank",3,"D01",48
"314",66290,"Epi_0.01",3,"D02",48
"315",62856,"Doxo_0.01",3,"D03",48
"316",62836,"Epi_0.1",3,"D04",48
"317",30805,"Doxo_10",3,"D05",48
"318",61310,"Empty Blank",3,"D06",48
"319",65711,"Empty Blank",3,"D07",48
"320",-450,"Daun_10",3,"D08",48
"321",47347,"Epi_0.5",3,"D09",48
"322",-722,"Daun_50",3,"D10",48
"323",70210,"Mito_0.05",3,"D11",48
"324",54650,"Daun_0.05",3,"D12",48
"325",28460,"Doxo_05",3,"E01",48
"326",61526,"Tras_05",3,"E02",48
"327",64781,"Veh_0.1",3,"E03",48
"328",66325,"Empty Blank",3,"E04",48
"329",64829,"Empty Blank",3,"E05",48
"330",64246,"Veh_0.5",3,"E06",48
"331",61834,"Tras_0.05",3,"E07",48
"332",62211,"Veh_0.1",3,"E08",48
"333",60992,"Tras_01",3,"E09",48
"334",67709,"Epi_0.05",3,"E10",48
"335",75544,"Tras_0.5",3,"E11",48
"336",61020,"Doxo_0.01",3,"E12",48
"337",59742,"Veh_0.1",3,"F01",48
"338",67915,"Mito_0.5",3,"F02",48
"339",63116,"Tras_10",3,"F03",48
"340",51971,"Doxo_0.5",3,"F04",48
"341",61278,"Veh_01",3,"F05",48
"342",-1457,"Epi_50",3,"F06",48
"343",60972,"Empty Blank",3,"F07",48
"344",7515,"Daun_05",3,"F08",48
"345",119,"Mito_10",3,"F09",48
"346",66426,"Tras_01",3,"F10",48
"347",68659,"Epi_0.1",3,"F11",48
"348",62708,"Empty Blank",3,"F12",48
"349",56968,"Doxo_0.1",3,"G01",48
"350",67130,"Daun_0.01",3,"G02",48
"351",1723,"Mito_05",3,"G03",48
"352",720,"Daun_10",3,"G04",48
"353",58949,"Mito_0.01",3,"G05",48
"354",57772,"Veh_10",3,"G06",48
"355",-794,"Mito_50",3,"G07",48
"356",61333,"Tras_0.1",3,"G08",48
"357",67622,"Daun_0.05",3,"G09",48
"358",56899,"Mito_0.5",3,"G10",48
"359",75643,"Doxo_0.05",3,"G11",48
"360",67069,"Empty Blank",3,"G12",48
"361",80453.1428571429,"Tras_10",3,"B01",0
"362",86445.1428571429,"Mito_01",3,"B02",0
"363",86425.1428571429,"Doxo_0.01",3,"B03",0
"364",83038.1428571429,"Empty Blank",3,"B04",0
"365",81625.1428571429,"Veh_0.1",3,"B05",0
"366",84865.1428571429,"Empty Blank",3,"B06",0
"367",84110.1428571429,"Doxo_10",3,"B07",0
"368",84762.1428571429,"Daun_50",3,"B08",0
"369",78425.1428571429,"Tras_0.01",3,"B09",0
"370",84147.1428571429,"Veh_01",3,"B10",0
"371",80307.1428571429,"Epi_0.01",3,"B11",0
"372",86570.1428571429,"Tras_0.5",3,"B12",0
"373",76891.1428571429,"Daun_0.1",3,"C01",0
"374",82782.1428571429,"Empty Blank",3,"C02",0
"375",80234.1428571429,"Epi_05",3,"C03",0
"376",74384.1428571429,"Veh_50",3,"C04",0
"377",87726.1428571429,"Daun_0.1",3,"C05",0
"378",83231.1428571429,"Mito_10",3,"C06",0
"379",81991.1428571429,"Empty Blank",3,"C07",0
"380",81605.1428571429,"Epi_01",3,"C08",0
"381",81637.1428571429,"Empty Blank",3,"C09",0
"382",84513.1428571429,"Mito_01",3,"C10",0
"383",91496.1428571429,"Veh_05",3,"C11",0
"384",89786.1428571429,"Doxo_50",3,"C12",0
"385",81692.1428571429,"Empty Blank",3,"D01",0
"386",81735.1428571429,"Epi_0.01",3,"D02",0
"387",81017.1428571429,"Doxo_0.01",3,"D03",0
"388",78468.1428571429,"Epi_0.1",3,"D04",0
"389",78865.1428571429,"Doxo_10",3,"D05",0
"390",80775.1428571429,"Empty Blank",3,"D06",0
"391",81897.1428571429,"Empty Blank",3,"D07",0
"392",79176.1428571429,"Daun_10",3,"D08",0
"393",76362.1428571429,"Epi_0.5",3,"D09",0
"394",84352.1428571429,"Daun_50",3,"D10",0
"395",89056.1428571429,"Mito_0.05",3,"D11",0
"396",94460.1428571429,"Daun_0.05",3,"D12",0
"397",81446.1428571429,"Doxo_05",3,"E01",0
"398",84638.1428571429,"Tras_05",3,"E02",0
"399",83062.1428571429,"Veh_0.1",3,"E03",0
"400",82319.1428571429,"Empty Blank",3,"E04",0
"401",84211.1428571429,"Empty Blank",3,"E05",0
"402",88814.1428571429,"Veh_0.5",3,"E06",0
"403",83183.1428571429,"Tras_0.05",3,"E07",0
"404",82160.1428571429,"Veh_0.1",3,"E08",0
"405",81156.1428571429,"Tras_01",3,"E09",0
"406",81846.1428571429,"Epi_0.05",3,"E10",0
"407",91337.1428571429,"Tras_0.5",3,"E11",0
"408",94574.1428571429,"Doxo_0.01",3,"E12",0
"409",79655.1428571429,"Veh_0.1",3,"F01",0
"410",81770.1428571429,"Mito_0.5",3,"F02",0
"411",82402.1428571429,"Tras_10",3,"F03",0
"412",81522.1428571429,"Doxo_0.5",3,"F04",0
"413",90332.1428571429,"Veh_01",3,"F05",0
"414",101190.142857143,"Epi_50",3,"F06",0
"415",88888.1428571429,"Empty Blank",3,"F07",0
"416",92404.1428571429,"Daun_05",3,"F08",0
"417",88817.1428571429,"Mito_10",3,"F09",0
"418",94084.1428571429,"Tras_01",3,"F10",0
"419",101656.142857143,"Epi_0.1",3,"F11",0
"420",110714.142857143,"Empty Blank",3,"F12",0
"421",86786.1428571429,"Doxo_0.1",3,"G01",0
"422",86856.1428571429,"Daun_0.01",3,"G02",0
"423",86813.1428571429,"Mito_05",3,"G03",0
"424",84523.1428571429,"Daun_10",3,"G04",0
"425",89723.1428571429,"Mito_0.01",3,"G05",0
"426",87553.1428571429,"Veh_10",3,"G06",0
"427",88558.1428571429,"Mito_50",3,"G07",0
"428",93009.1428571429,"Tras_0.1",3,"G08",0
"429",89205.1428571429,"Daun_0.05",3,"G09",0
"430",87923.1428571429,"Mito_0.5",3,"G10",0
"431",90364.1428571429,"Doxo_0.05",3,"G11",0
"432",93464.1428571429,"Empty Blank",3,"G12",0
