"","indv","Drug","Conc","per.live","ldh"
"1","75","DOX",0.01,0.934585164829345,1.18903464006743
"2","75","DOX",0.05,1.10614881601774,1.1067286773041
"3","75","DOX",0.1,0.871899445992561,0.68348144785383
"4","75","DOX",0.5,0.7607141869539,1.47614951683126
"5","75","DOX",1,0.423987668255335,1.26947739057263
"6","75","DOX",5,0.389903923844606,1.2563655486736
"7","75","DOX",10,0.4153908124455,1.01971749655324
"8","75","DOX",50,0.0335633514082764,2.67534462247113
"9","75","EPI",0.01,0.892884431566161,0.999135355235291
"10","75","EPI",0.05,1.01599567576862,1.18235049884957
"11","75","EPI",0.1,0.855075018702676,1.04185024834522
"12","75","EPI",0.5,0.638661478678386,1.07475830242136
"13","75","EPI",1,0.447575362906739,1.05633672148656
"14","75","EPI",5,0.586822072908427,1.02566564164104
"15","75","EPI",10,0.521480894828486,0.834789929865732
"16","75","EPI",50,0.00302036889647872,1.67306285192762
"17","75","DNR",0.01,1.01272306754284,1.07309064663366
"18","75","DNR",0.05,1.10041483837866,0.823105859178484
"19","75","DNR",0.1,0.713286639130096,0.639723140640235
"20","75","DNR",0.5,0.635012069961074,1.04087519761886
"21","75","DNR",1,0.458754846196897,0.680892997690412
"22","75","DNR",5,0.220693417533618,1.47661946094107
"23","75","DNR",10,0.0229290233390353,1.46903219947281
"24","75","DNR",50,0.00520323023496157,2.02634971538734
"25","75","MTX",0.01,1.04634578404895,1.37267589025221
"26","75","MTX",0.05,0.918653897331166,0.889581740727381
"27","75","MTX",0.1,0.778312729926074,0.58520760343785
"28","75","MTX",0.5,0.874359516186085,1.28461873912544
"29","75","MTX",1,0.53980425836194,1.06687160497013
"30","75","MTX",5,0.0225921928200455,1.75695965319829
"31","75","MTX",10,0.0119108740231548,1.56179542676443
"32","75","MTX",50,0.00309267860853616,1.90906529059988
"33","75","TRZ",0.01,0.929904545218054,0.963293395567643
"34","75","TRZ",0.05,1.03200631809726,1.04366932161494
"35","75","TRZ",0.1,0.765050925160378,0.634388163061327
"36","75","TRZ",0.5,0.952340699805001,0.913070776255708
"37","75","TRZ",1,0.881347563855767,0.88361244577133
"38","75","TRZ",5,1.00764128026756,0.880587553150367
"39","75","TRZ",10,0.873085471068791,1.27804970324655
"40","75","VEH",0.01,0.910188963061988,0.906896615090595
"41","75","VEH",0.05,1.02243247603521,1.09023302981007
"42","75","VEH",0.1,1.00040423077903,1.05233097736846
"43","75","VEH",0.5,1.04098953826538,1.04406392694064
"44","75","VEH",1,0.888255594625061,0.991370061109297
"45","75","VEH",5,1.03842683598018,0.970637804406649
"46","75","VEH",10,1.13106651765024,0.924546593837932
"47","75","VEH",50,1.01409446064343,1.06092176926886
"48","87","DOX",0.01,0.918829593878148,1.88535860431129
"49","87","DOX",0.05,0.917179590346421,2.15429003021148
"50","87","DOX",0.1,0.930234740467764,1.56879528985507
"51","87","DOX",0.5,0.959389645827216,1.81280585106383
"52","87","DOX",1,0.779929247025566,2.47887789558992
"53","87","DOX",5,0.534513350558294,1.95274493927125
"54","87","DOX",10,0.599251426537783,3.18791088385683
"55","87","DOX",50,0.0163663836246282,11.0950075301205
"56","87","EPI",0.01,0.960425181061799,1.66219196309283
"57","87","EPI",0.05,0.926353758763355,2.24381115570185
"58","87","EPI",0.1,0.869849312483559,1.34842995169082
"59","87","EPI",0.5,0.930870803352493,1.16355390600191
"60","87","EPI",1,0.670610676892611,2.95063347408295
"61","87","EPI",5,0.463408124719849,4.34836666868089
"62","87","EPI",10,0.489362915133047,3.16515486846265
"63","87","EPI",50,0.000712265491076131,9.01135587124618
"64","87","DNR",0.01,1.05223513726493,0.865126858746577
"65","87","DNR",0.05,0.917496591365344,0.909793332085662
"66","87","DNR",0.1,0.79682390820108,0.701049548971827
"67","87","DNR",0.5,0.90503446802697,0.854941395217473
"68","87","DNR",1,0.724680316104638,2.30987436580761
"69","87","DNR",5,0.190219709010647,4.63605603525492
"70","87","DNR",10,0.00580819314390019,4.78779485057887
"71","87","DNR",50,0.000926547552791372,4.2893138927391
"72","87","MTX",0.01,0.883886638015005,0.747875233202169
"73","87","MTX",0.05,0.970808197836963,1.39897869154881
"74","87","MTX",0.1,0.967812868674151,0.933419905091702
"75","87","MTX",0.5,1.08170309050833,0.914358171719074
"76","87","MTX",1,0.787876872154202,1.49891255690474
"77","87","MTX",5,0.0125460416464807,3.67070760632009
"78","87","MTX",10,0.00737087320967328,3.43445574251602
"79","87","MTX",50,0.00113670990869336,5.17804270178057
"80","87","TRZ",0.01,0.977277902381102,0.889806357325539
"81","87","TRZ",0.05,0.863163261088715,1.2993683054106
"82","87","TRZ",0.1,0.833587798620167,1.06092324208266
"83","87","TRZ",0.5,1.08708821334686,0.953235815602837
"84","87","TRZ",1,0.937107800714294,2.07489700817181
"85","87","TRZ",5,0.897712049286677,0.943157894736842
"86","87","TRZ",10,1.01600022243965,0.984700917133349
"87","87","VEH",0.01,1.00561947362713,0.965765436609427
"88","87","VEH",0.05,0.989470251173354,1.08541609447954
"89","87","VEH",0.1,0.978277722938457,1.08340042941492
"90","87","VEH",0.5,1.10079270472785,1.05119680851064
"91","87","VEH",1,1.00117085170837,1.05044911190653
"92","87","VEH",5,1.04788632532948,1.01570850202429
"93","87","VEH",10,1.14365023133402,1.01270189108027
"94","87","VEH",50,0.967641925005155,1.11767068273092
"95","77","DOX",0.01,0.984949600507963,0.818622115930559
"96","77","DOX",0.05,0.894748073705656,0.779892629153243
"97","77","DOX",0.1,0.787905567388132,0.651737179563644
"98","77","DOX",0.5,0.970429446899852,0.867653392071864
"99","77","DOX",1,0.366545818481046,0.828526527583251
"100","77","DOX",5,0.486849578909791,0.484679691445004
"101","77","DOX",10,0.436446542985729,1.08611018175952
"102","77","DOX",50,0.0544549594334181,2.17078263468812
"103","77","EPI",0.01,1.12615195689366,0.470092061601293
"104","77","EPI",0.05,1.13656407565547,0.765754207628147
"105","77","EPI",0.1,1.08132398955523,0.867449246185258
"106","77","EPI",0.5,0.756792822500984,1.40060227506277
"107","77","EPI",1,0.415244242561337,0.604995664893597
"108","77","EPI",5,0.481061697792728,0.347206962850237
"109","77","EPI",10,0.345971292085564,1.05995967398062
"110","77","EPI",50,0.018141424555977,1.0449320421263
"111","77","DNR",0.01,0.958425379649717,0.600396604378286
"112","77","DNR",0.05,1.1276973811502,0.375611628350953
"113","77","DNR",0.1,0.926039925129469,0.80561453641048
"114","77","DNR",0.5,0.537703001280881,0.565455269547334
"115","77","DNR",1,0.419857189464174,0.901595591674609
"116","77","DNR",5,0.0994983265006143,0.740424877539759
"117","77","DNR",10,0.103451041399671,0.803298385973247
"118","77","DNR",50,0.0378355488456015,1.03617915090672
"119","77","MTX",0.01,1.02655233081115,0.526286826735886
"120","77","MTX",0.05,1.06401016355007,0.393300753133012
"121","77","MTX",0.1,1.00199559962202,0.724756745315156
"122","77","MTX",0.5,1.10562175231446,1.02145131207257
"123","77","MTX",1,0.4578286572336,0.778162861862013
"124","77","MTX",5,0.0386503621696031,0.837262853421695
"125","77","MTX",10,0.0421698689903479,1.36377037752513
"126","77","MTX",50,0.0172423316272048,1.03397334111234
"127","77","TRZ",0.01,1.19483835123552,1.12208198757764
"128","77","TRZ",0.05,1.02016776117364,0.891538063743502
"129","77","TRZ",0.1,0.948014866027877,1.34018613696347
"130","77","TRZ",0.5,1.49766554607289,1.08675799086758
"131","77","TRZ",1,0.805924351083727,0.819116250488799
"132","77","TRZ",5,0.988941642048788,0.502008060276853
"133","77","TRZ",10,0.863657984027064,1.36106694930224
"134","77","VEH",0.01,1.16801814910842,1.02123726708075
"135","77","VEH",0.05,1.00187223290805,1.08080890558232
"136","77","VEH",0.1,1.02413647970798,1.12263856091124
"137","77","VEH",0.5,1.08275806455903,1.07081702544031
"138","77","VEH",1,0.690829697707614,1.01022289257583
"139","77","VEH",5,1.14102522698992,1.01422113194323
"140","77","VEH",10,1.23983330190848,1.02864896982544
"141","77","VEH",50,1.07324078506462,1.0463955614558
"142","79","DOX",0.01,0.893046521503993,0.757314379954005
"143","79","DOX",0.05,0.87397383877368,0.71694456630907
"144","79","DOX",0.1,0.876056735576303,1.30331710797666
"145","79","DOX",0.5,0.58880602459679,1.37297381546135
"146","79","DOX",1,0.383793428729209,1.30918720215204
"147","79","DOX",5,0.265442168142172,0.6500411495367
"148","79","DOX",10,0.189765727349214,1.2082504711227
"149","79","DOX",50,0.012595679690758,1.89145156380011
"150","79","EPI",0.01,0.992076795442497,0.651521682332405
"151","79","EPI",0.05,0.931492312945266,0.695690689648394
"152","79","EPI",0.1,0.790663768609824,1.15257815307222
"153","79","EPI",0.5,0.5770997033501,1.19834536240786
"154","79","EPI",1,0.381680828661824,1.26240096546542
"155","79","EPI",5,0.30060054202798,0.691947823312726
"156","79","EPI",10,0.16859105826346,1.63533220116541
"157","79","EPI",50,0.000398719815036816,2.22403250619688
"158","79","DNR",0.01,0.930862461261968,0.647297810346937
"159","79","DNR",0.05,0.822761682668027,0.601110725258377
"160","79","DNR",0.1,0.76279262075256,0.865609150477448
"161","79","DNR",0.5,0.49027379598651,1.7427499550036
"162","79","DNR",1,0.309288156880678,1.48767145204914
"163","79","DNR",5,0.0641976853240522,1.01799588212073
"164","79","DNR",10,0.00284228231097327,2.76661185503772
"165","79","DNR",50,0,2.21498857421133
"166","79","MTX",0.01,0.848486668686133,0.70370928864896
"167","79","MTX",0.05,0.784029912010058,0.710688201216935
"168","79","MTX",0.1,0.70604308696221,0.85343889880114
"169","79","MTX",0.5,0.680527141072915,1.26451696364291
"170","79","MTX",1,0.479483081252553,1.12351985531785
"171","79","MTX",5,0.0093778059797594,0.949705986752258
"172","79","MTX",10,0.00350454531307406,1.99208274929276
"173","79","MTX",50,0.00274725678924431,1.73507438313221
"174","79","TRZ",0.01,0.961959555715816,0.812555456965395
"175","79","TRZ",0.05,0.93703498956139,0.818764317253743
"176","79","TRZ",0.1,0.861054472301441,1.20641194554238
"177","79","TRZ",0.5,0.808897246214208,1.65104166666667
"178","79","TRZ",1,0.92915365454498,1.22884547646788
"179","79","TRZ",5,0.966822672653734,0.464606813799014
"180","79","TRZ",10,0.773957086801412,0.89383501148207
"181","79","VEH",0.01,0.97218633829427,0.88768505113716
"182","79","VEH",0.05,1.00741830506276,0.976461604860396
"183","79","VEH",0.1,0.969205978233154,1.0280248133509
"184","79","VEH",0.5,0.979783219100342,1.0625
"185","79","VEH",1,1.04784957549995,0.961795865283009
"186","79","VEH",5,0.994734426676475,0.870657810156418
"187","79","VEH",10,0.948759190521684,0.925230042877102
"188","79","VEH",50,1.09203783845106,0.942755716744529
"189","78","DOX",0.01,1.18065700276101,0.54233269733979
"190","78","DOX",0.05,1.13123210507304,2.00082572679483
"191","78","DOX",0.1,0.828963362255938,1.25710883659445
"192","78","DOX",0.5,0.824055144280472,0.765430625182356
"193","78","DOX",1,0.598095584754573,0.721387958040431
"194","78","DOX",5,0.5016889408156,1.20541373719678
"195","78","DOX",10,0.474229842752029,1.28521676302988
"196","78","DOX",50,0.0186115860273463,1.87994034428048
"197","78","EPI",0.01,1.0650055017225,0.45604762942509
"198","78","EPI",0.05,1.1146843496337,0.498926185456731
"199","78","EPI",0.1,0.781542139553696,0.638909847569025
"200","78","EPI",0.5,0.7519493706929,0.783529793728434
"201","78","EPI",1,0.444813534172994,0.672551656241371
"202","78","EPI",5,0.462277497814311,0.794760926635838
"203","78","EPI",10,0.441499948809171,0.68413618207946
"204","78","EPI",50,0.00175428204298675,1.4165395050866
"205","78","DNR",0.01,1.03583575357543,0.695064866964263
"206","78","DNR",0.05,1.09829520281053,1.0385460081141
"207","78","DNR",0.1,0.701372636155218,1.12032806404891
"208","78","DNR",0.5,0.740130439469728,1.24451698552411
"209","78","DNR",1,0.363466189420313,0.893905651660036
"210","78","DNR",5,0.190962673018471,2.19167957966607
"211","78","DNR",10,0.00237182798400155,2.6280607064215
"212","78","DNR",50,0,1.62242818211187
"213","78","MTX",0.01,1.02352460217652,0.620535767010053
"214","78","MTX",0.05,1.07040080231027,0.901623275701047
"215","78","MTX",0.1,0.839468301884852,0.794046952611984
"216","78","MTX",0.5,0.871560447762794,0.814683809800926
"217","78","MTX",1,0.433069139972981,0.907398567156792
"218","78","MTX",5,0.020648276673865,3.08300330844391
"219","78","MTX",10,4.27867073534807e-05,2.16737712376644
"220","78","MTX",50,0.00619979222010089,2.60790307791315
"221","78","TRZ",0.01,0.977079108437194,0.593501847629531
"222","78","TRZ",0.05,0.987258004473648,1.16975585857761
"223","78","TRZ",0.1,0.720517595888075,0.932867494824017
"224","78","TRZ",0.5,0.992530279468387,1.38665254237288
"225","78","TRZ",1,0.911552147644862,0.700883931390087
"226","78","TRZ",5,0.992273203867652,1.72674304418985
"227","78","TRZ",10,1.01721296302436,0.972908392263231
"228","78","VEH",0.01,1.03389314320253,1.02160154100165
"229","78","VEH",0.05,0.938287267047575,1.14493345309055
"230","78","VEH",0.1,0.961655633227348,1.13747412008282
"231","78","VEH",0.5,0.995225450928859,1.03548728813559
"232","78","VEH",1,1.03911218555216,0.919656950436704
"233","78","VEH",5,1.04503894293508,0.993518821603928
"234","78","VEH",10,1.17604356847297,0.987761955503891
"235","78","VEH",50,0.922476763045227,1.07893952045807
"236","71","DOX",0.01,0.726315279607181,0.519320353559484
"237","71","DOX",0.05,1.01755653191488,0.697013711364165
"238","71","DOX",0.1,1.02799506674948,0.624503553511706
"239","71","DOX",0.5,0.740563903052131,0.766483516483517
"240","71","DOX",1,0.575363476574854,1.22602680125305
"241","71","DOX",5,0.263241002826081,1.1858875739645
"242","71","DOX",10,0.267473776177417,0.891545391545392
"243","71","DOX",50,0.0236331446720052,1.89350671918443
"244","71","EPI",0.01,0.931331283891341,1.23215171338828
"245","71","EPI",0.05,0.974737846939631,1.02558211664159
"246","71","EPI",0.1,0.97310084430467,0.775448421226649
"247","71","EPI",0.5,0.649037724859286,1.00084872351983
"248","71","EPI",1,0.459557035467696,1.55045334893244
"249","71","EPI",5,0.253352403826747,1.24689090377303
"250","71","EPI",10,0.259068073881066,1.37622032679067
"251","71","EPI",50,0.00949401045824828,0.779650923083971
"252","71","DNR",0.01,0.895697631282745,0.822092718700891
"253","71","DNR",0.05,0.860823979553095,0.776890037491355
"254","71","DNR",0.1,0.751292143849847,0.705629583551598
"255","71","DNR",0.5,0.683827754952682,0.745320567986231
"256","71","DNR",1,0.524334777648158,1.3879272747097
"257","71","DNR",5,0.0650961385691672,1.39887859128823
"258","71","DNR",10,0.011172487707066,0.565288179746011
"259","71","DNR",50,0.00332216137641647,1.68072289156627
"260","71","MTX",0.01,0.851673237926314,0.892557808875253
"261","71","MTX",0.05,1.03657884408307,0.627097513922761
"262","71","MTX",0.1,0.926071361939047,0.717047537977999
"263","71","MTX",0.5,0.914637042947707,0.63027108433735
"264","71","MTX",1,0.617807420813011,0.988660524450744
"265","71","MTX",5,0.0120081463727262,1.49972196478221
"266","71","MTX",10,0.00888847037672709,1.59239661348095
"267","71","MTX",50,0.00801091398247427,2.05534184932501
"268","71","TRZ",0.01,0.818077361546405,0.84472049689441
"269","71","TRZ",0.05,0.975225855992094,0.906344410876133
"270","71","TRZ",0.1,0.888714687198659,0.744565217391304
"271","71","TRZ",0.5,0.95153735397894,0.723214285714286
"272","71","TRZ",1,1.03454395545037,1.33484162895928
"273","71","TRZ",5,0.902424385508369,0.738461538461539
"274","71","TRZ",10,0.820866232538194,0.975975975975976
"275","71","VEH",0.01,0.997436372644446,1
"276","71","VEH",0.05,1.0347599028805,1
"277","71","VEH",0.1,0.878089037810312,1
"278","71","VEH",0.5,1.00419067831245,1
"279","71","VEH",1,1.2766020067323,1
"280","71","VEH",5,0.993498946906933,1
"281","71","VEH",10,1.03344323022768,1
"282","71","VEH",50,1.03636614807602,1
